Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
AB1 1TL,57.144643,-2.106438,393658,805977,NJ936059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",
AB1 1TN,57.144354,-2.107743,393579,805945,NJ935059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1TP,57.144273,-2.108453,393536,805936,NJ935059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1TQ,57.14385,-2.109476,393474,805889,NJ934058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1TR,57.14357,-2.110269,393426,805858,NJ934058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1TS,57.143219,-2.111524,393350,805819,NJ933058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1TT,57.143083,-2.112366,393299,805804,NJ932058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1TU,57.143048,-2.112019,393320,805800,NJ933058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1973-08-01,1977-05-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1TW,57.143677,-2.111195,393370,805870,NJ933058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1973-08-01,1977-05-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1TX,57.143641,-2.111161,393372,805866,NJ933058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1TY,57.145283,-2.113315,393242,806049,NJ932060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1TZ,57.145382,-2.113662,393221,806060,NJ932060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UA,57.143687,-2.110765,393396,805871,NJ933058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1UB,57.144602,-2.111957,393324,805973,NJ933059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UD,57.144522,-2.111445,393355,805964,NJ933059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1UE,57.145976,-2.112524,393290,806126,NJ932061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UF,57.145616,-2.123099,392650,806087,NJ926060,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Rosemount - 07","Large urban area",
AB1 1UG,57.14488,-2.112421,393296,806004,NJ932060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1986-10-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UH,57.146029,-2.113152,393252,806132,NJ932061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UJ,57.14514,-2.113017,393260,806033,NJ932060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UL,57.143583,-2.126017,392473,805861,NJ924058,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1UN,57.143801,-2.122713,392673,805885,NJ926058,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1UP,57.14407,-2.123672,392615,805915,NJ926059,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1UQ,57.144584,-2.121278,392760,805972,NJ927059,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1UR,57.145081,-2.118767,392912,806027,NJ929060,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1US,57.144605,-2.118303,392940,805974,NJ929059,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1UT,57.145604,-2.116489,393050,806085,NJ930060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UU,57.144376,-2.113758,393215,805948,NJ932059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UW,57.144556,-2.113164,393251,805968,NJ932059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UX,57.145219,-2.114636,393162,806042,NJ931060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1UY,57.143883,-2.112187,393310,805893,NJ933058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1UZ,57.143613,-2.112384,393298,805863,NJ932058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1WA,57.143687,-2.110765,393396,805871,NJ933058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1XA,57.144564,-2.114585,393165,805969,NJ931059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1XB,57.14355,-2.113309,393242,805856,NJ932058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XD,57.144108,-2.112286,393304,805918,NJ933059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1XE,57.143519,-2.117374,392996,805853,NJ929058,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XF,57.143753,-2.117144,393010,805879,NJ930058,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XG,57.144168,-2.114848,393149,805925,NJ931059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XH,57.143756,-2.114103,393194,805879,NJ931058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XJ,57.144226,-2.110767,393396,805931,NJ933059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",
AB1 1XL,57.14357,-2.120531,392805,805859,NJ928058,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XN,57.14353,-2.114945,393143,805854,NJ931058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XP,57.143915,-2.116252,393064,805897,NJ930058,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XQ,57.14466,-2.116981,393020,805980,NJ930059,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1XR,57.145558,-2.11781,392970,806080,NJ929060,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XS,57.146545,-2.118475,392930,806190,NJ929061,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1XT,57.146456,-2.117979,392960,806180,NJ929061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1XU,57.145917,-2.117481,392990,806120,NJ929061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1XW,57.144202,-2.117294,393001,805929,NJ930059,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1991-03-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1XX,57.144661,-2.116486,393050,805980,NJ930059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 03","Large urban area",
AB1 1XY,57.144093,-2.118913,392903,805917,NJ929059,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YA,57.143991,-2.121788,392729,805906,NJ927059,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YB,57.142733,-2.1122,393309,805765,NJ933057,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YD,57.14302,-2.113093,393255,805797,NJ932057,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YE,57.14257,-2.114496,393170,805747,NJ931057,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YG,57.142866,-2.114398,393176,805780,NJ931057,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YH,57.143163,-2.114316,393181,805813,NJ931058,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YJ,57.142637,-2.119007,392897,805755,NJ928057,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YL,57.142689,-2.120908,392782,805761,NJ927057,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YN,57.142757,-2.124841,392544,805769,NJ925057,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YP,57.143316,-2.122876,392663,805831,NJ926058,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YT,57.142647,-2.118545,392925,805756,NJ929057,"","Aberdeen City","Hazlehead/Ashley/Queens Cross", S12000033,S13002485,Scotland,S99999999,"Aberdeen South",1995-12-01,1996-06-01,"","",,,"","","West End North - 01","Large urban area",
AB1 1YU,57.145799,-2.109482,393474,806106,NJ934061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","City Centre West - 05","Large urban area",
AB1 1YW,57.145799,-2.109482,393474,806106,NJ934061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","City Centre West - 05","Large urban area",
AB1 2AA,57.1459,-2.095221,394337,806116,NJ943061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AB,57.146765,-2.091852,394541,806212,NJ945062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AD,57.147456,-2.092762,394486,806289,NJ944062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2AE,57.146342,-2.093437,394445,806165,NJ944061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AF,57.146504,-2.092925,394476,806183,NJ944061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AG,57.146567,-2.092694,394490,806190,NJ944061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1981-05-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AH,57.146423,-2.092429,394506,806174,NJ945061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AJ,57.147411,-2.093142,394463,806284,NJ944062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2AL,57.146801,-2.092315,394513,806216,NJ945062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AN,57.147556,-2.091705,394550,806300,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1981-05-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2AP,57.146874,-2.090067,394649,806224,NJ946062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2AQ,57.146632,-2.089604,394677,806197,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB1 2AR,57.146759,-2.08848,394745,806211,NJ947062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB1 2AS,57.146598,-2.086629,394857,806193,NJ948061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB1 2AT,57.14718,-2.089142,394705,806258,NJ947062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB1 2AU,57.147314,-2.090713,394610,806273,NJ946062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2AW,57.146657,-2.092397,394508,806200,NJ945062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 01","Large urban area",
AB1 2AX,57.147727,-2.091391,394569,806319,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1995-12-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2AY,57.147504,-2.089011,394713,806294,NJ947062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB1 2AZ,57.14715,-2.093852,394420,806255,NJ944062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2BA,57.144878,-2.104224,393792,806003,NJ937060,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",
AB1 2BB,57.145122,-2.10287,393874,806030,NJ938060,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",
AB1 2BD,57.146428,-2.098379,394146,806175,NJ941061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 02","Large urban area",
AB1 2BE,57.146569,-2.090529,394621,806190,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB1 2BF,57.146757,-2.091439,394566,806211,NJ945062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1982-08-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",
AB1 2BG,57.145662,-2.101252,393972,806090,NJ939060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",
AB1 2BH,57.146112,-2.099683,394067,806140,NJ940061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 02","Large urban area",
AB1 2BJ,57.146995,-2.096546,394257,806238,NJ942062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 02","Large urban area",
AB1 2BL,57.146699,-2.095735,394306,806205,NJ943062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 02","Large urban area",
