Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
AB2 4YY,57.146834,-2.1176,392983,806222,NJ929062,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1990-09-01,1996-06-01,"","",,,"","","Rosemount - 01","Large urban area",
AB2 5AA,57.159843,-2.115872,393090,807670,NJ930076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1973-08-01,1992-01-01,"","",,,"","","Ashgrove - 01","Large urban area",
AB2 5AB,57.159662,-2.116698,393040,807650,NJ930076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1973-08-01,1992-01-01,"","",,,"","","Ashgrove - 01","Large urban area",
AB2 5AD,57.158878,-2.119142,392892,807563,NJ928075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 01","Large urban area",
AB2 5AE,57.158267,-2.119868,392848,807495,NJ928074,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 01","Large urban area",
AB2 5AF,57.160408,-2.142557,391476,807736,NJ914077,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5AG,57.158714,-2.138913,391696,807547,NJ916075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5AH,57.158957,-2.121077,392775,807572,NJ927075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AJ,57.159459,-2.121988,392720,807628,NJ927076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AL,57.160464,-2.123677,392618,807740,NJ926077,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AN,57.159754,-2.123824,392609,807661,NJ926076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AP,57.15936,-2.122632,392681,807617,NJ926076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AQ,57.158884,-2.122961,392661,807564,NJ926075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AR,57.159134,-2.124632,392560,807592,NJ925075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AS,57.158874,-2.123738,392614,807563,NJ926075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AT,57.159384,-2.125922,392482,807620,NJ924076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AU,57.160017,-2.121576,392745,807690,NJ927076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AW,57.159802,-2.121179,392769,807666,NJ927076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AX,57.159177,-2.126483,392448,807597,NJ924075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AY,57.160186,-2.122965,392661,807709,NJ926077,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5AZ,57.160545,-2.123231,392645,807749,NJ926077,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5BA,57.160507,-2.126025,392476,807745,NJ924077,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5BB,57.157672,-2.130413,392210,807430,NJ922074,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5BD,57.156168,-2.14297,391450,807264,NJ914072,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5BE,57.160077,-2.124073,392594,807697,NJ925076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5BF,57.159628,-2.123906,392604,807647,NJ926076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5BG,57.159782,-2.122997,392659,807664,NJ926076,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5BH,57.158514,-2.124811,392549,807523,NJ925075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 02","Large urban area",
AB2 5BJ,57.16022,-2.115592,393107,807712,NJ931077,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1989-04-01,1996-06-01,"","",,,"","","Ashgrove - 05","Large urban area",
AB2 5BL,57.158608,-2.137475,391783,807535,NJ917075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5BN,57.157888,-2.138712,391708,807455,NJ917074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5BP,57.158211,-2.139226,391677,807491,NJ916074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5BQ,57.157265,-2.141239,391555,807386,NJ915073,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5BR,57.157714,-2.141803,391521,807436,NJ915074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 05","Large urban area",
AB2 5BS,57.158225,-2.142449,391482,807493,NJ914074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 05","Large urban area",
AB2 5BT,57.158179,-2.143391,391425,807488,NJ914074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 05","Large urban area",
AB2 5BU,57.1594,-2.127542,392384,807622,NJ923076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5BW,57.157325,-2.127188,392405,807391,NJ924073,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Midstocket - 06","Large urban area",
AB2 5BX,57.157819,-2.144547,391355,807448,NJ913074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 05","Large urban area",
AB2 5BY,57.15385,-2.125787,392489,807004,NJ924070,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 03","Large urban area",
AB2 5BZ,57.155008,-2.126601,392440,807133,NJ924071,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Midstocket - 06","Large urban area",
AB2 5DA,57.157214,-2.146545,391234,807381,NJ912073,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5DE,57.154256,-2.1245,392567,807049,NJ925070,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 03","Large urban area",
AB2 5DF,57.153622,-2.119968,392841,806978,NJ928069,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 03","Large urban area",
AB2 5DG,57.155945,-2.124241,392583,807237,NJ925072,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Ashgrove - 03","Large urban area",
AB2 5DH,57.156334,-2.129978,392236,807281,NJ922072,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Midstocket - 06","Large urban area",
AB2 5DN,57.156565,-2.149039,391083,807309,NJ910073,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5DP,57.161059,-2.130474,392207,807807,NJ922078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5DQ,57.160449,-2.129447,392269,807739,NJ922077,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5DR,57.162274,-2.136761,391827,807943,NJ918079,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5DS,57.161503,-2.134873,391941,807857,NJ919078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5DT,57.160536,-2.132092,392109,807749,NJ921077,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5DU,57.156963,-2.129782,392248,807351,NJ922073,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Midstocket - 06","Large urban area",
AB2 5DW,57.15725,-2.130163,392225,807383,NJ922073,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5DX,57.162849,-2.137028,391811,808007,NJ918080,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5DY,57.157976,-2.132298,392096,807464,NJ920074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5DZ,57.158204,-2.128728,392312,807489,NJ923074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5EA,57.161375,-2.13775,391767,807843,NJ917078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5EB,57.163666,-2.1367,391831,808098,NJ918080,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5ED,57.163863,-2.137842,391762,808120,NJ917081,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5EE,57.157503,-2.137636,391773,807412,NJ917074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5EF,57.156351,-2.139219,391677,807284,NJ916072,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Midstocket - 06","Large urban area",
AB2 5EG,57.1546,-2.146716,391223,807090,NJ912070,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5EH,57.15493,-2.148883,391092,807127,NJ910071,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5EJ,57.162911,-2.137573,391778,808014,NJ917080,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5EL,57.162433,-2.139374,391669,807961,NJ916079,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5EN,57.161805,-2.13828,391735,807891,NJ917078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5EP,57.162198,-2.140133,391623,807935,NJ916079,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5EQ,57.161605,-2.140115,391624,807869,NJ916078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5ER,57.161649,-2.14152,391539,807874,NJ915078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5ES,57.161137,-2.141535,391538,807817,NJ915078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5ET,57.16058,-2.133134,392046,807754,NJ920077,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5EU,57.158558,-2.133805,392005,807529,NJ920075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5EW,57.15897,-2.135046,391930,807575,NJ919075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5EX,57.160868,-2.141253,391555,807787,NJ915077,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5EY,57.15832,-2.129836,392245,807502,NJ922075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5EZ,57.159992,-2.128768,392310,807688,NJ923076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5FA,57.155233,-2.143297,391430,807160,NJ914071,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1992-05-01,1993-02-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5GA,57.158755,-2.117092,393016,807549,NJ930075,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen North",1991-11-01,1996-06-01,"","",,,"","","Ashgrove - 01","Large urban area",
AB2 5HA,57.160942,-2.139054,391688,807795,NJ916077,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5HG,57.158142,-2.13658,391837,807483,NJ918074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5HH,57.159874,-2.129941,392239,807675,NJ922076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5HJ,57.159782,-2.131412,392150,807665,NJ921076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5HL,57.159502,-2.141512,391539,807635,NJ915076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1995-12-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5HN,57.158945,-2.141163,391560,807573,NJ915075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5HP,57.153302,-2.150381,391001,806946,NJ910069,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 07","Large urban area",
AB2 5HQ,57.154532,-2.150882,390971,807083,NJ909070,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 07","Large urban area",
AB2 5HR,57.159936,-2.146407,391243,807684,NJ912076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5HS,57.164221,-2.146738,391224,808161,NJ912081,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 03","Large urban area",
AB2 5HT,57.16198,-2.142861,391458,807911,NJ914079,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 05","Large urban area",
AB2 5HU,57.157948,-2.14106,391566,807462,NJ915074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5HW,57.158712,-2.140666,391590,807547,NJ915075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5HX,57.163527,-2.140949,391574,808083,NJ915080,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 05","Large urban area",
AB2 5HY,57.157668,-2.142761,391463,807431,NJ914074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 05","Large urban area",
AB2 5HZ,57.157166,-2.142065,391505,807375,NJ915073,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 05","Large urban area",
AB2 5JA,57.166807,-2.139539,391660,808448,NJ916084,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Heathryfold and Middlefield - 04","Large urban area",
AB2 5JB,57.169275,-2.141698,391530,808723,NJ915087,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Heathryfold and Middlefield - 04","Large urban area",
AB2 5JD,57.172218,-2.145232,391317,809051,NJ913090,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Heathryfold and Middlefield - 01","Large urban area",
AB2 5JE,57.15672,-2.146808,391218,807326,NJ912073,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5JF,57.158093,-2.147706,391164,807479,NJ911074,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5JG,57.158292,-2.146467,391239,807501,NJ912075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5JH,57.158725,-2.145047,391325,807549,NJ913075,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5JJ,57.169465,-2.140508,391602,808744,NJ916087,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hilton - 01","Large urban area",
AB2 5JL,57.167204,-2.138615,391716,808492,NJ917084,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Hilton - 01","Large urban area",
AB2 5JN,57.161073,-2.142063,391506,807810,NJ915078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5JP,57.155972,-2.149268,391069,807243,NJ910072,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5JQ,57.16343,-2.13903,391690,808072,NJ916080,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1983-10-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5JR,57.1553,-2.162307,390280,807170,NJ902071,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5JS,57.156964,-2.160463,390392,807355,NJ903073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5JT,57.157573,-2.162119,390292,807423,NJ902074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5JU,57.16103,-2.132293,392097,807804,NJ920078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5JW,57.161462,-2.131749,392130,807852,NJ921078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5JX,57.161144,-2.164779,390132,807821,NJ901078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Sheddocksley - 06","Large urban area",
AB2 5JY,57.1626,-2.134348,391973,807979,NJ919079,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5JZ,57.161587,-2.132675,392074,807866,NJ920078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5LA,57.160866,-2.164795,390131,807790,NJ901077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Sheddocksley - 06","Large urban area",
